1640973102, 0x00000100,  0x00000001,run status changed to RUN!!! because of control word.
1640995763, 0x00000600,  0x00000001,EtherCAT: Received stop command.
1640995763, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 0.
1640995763, 0x00000700,  0x00000001,Hook stop 1/3: EthIPScanner: CMP_EVT_STOP
1640995763, 0x00000700,  0x00000001,Hook stop 2/3: EthIPScanner: cancel thread done
1640995763, 0x00000700,  0x00000001,Hook stop 3/3: EthIPScanner: clear error done
1640995763, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 0.
1640995763, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 0.
1640995763, 0x00000700,  0x00000001,Hook stop 1/5: EthIPAdapter: CMP_EVT_STOP
1640995763, 0x00000700,  0x00000001,Hook stop 2/5: EthIPAdapter: cancel thread done
1640995763, 0x00000700,  0x00000001,EipStackDlt 1/3: EthIPScanner: Start delete stack
1640995763, 0x00000700,  0x00000001,EipStackDlt 3/3: EthIPScanner: End delete stack
1640995763, 0x00000700,  0x00000001,Hook stop 3/5: EthIPAdapter: delete stack done
1640995763, 0x00000700,  0x00000001,Hook stop 4/5: EthIPAdapter: clear adapter error done
1640995763, 0x00000700,  0x00000001,Hook stop 5/5: EthIPAdapter: clear scanner error done
1640995763, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 0.
1640995763, 0x00000600,  0x00000001,EtherCAT: allowblock run_cmd_1=0
1640995763, 0x00000600,  0x00000001,ECT_STATE_RUN_2_IDLE 0
1640995763, 0x00000600,  0x00000001,EtherCAT: Stop master
1640995763, 0x00000600,  0x00000001,EtherCAT: Stop master finished.
1640995829, 0x00000100,  0x00000001,Download project/project.hcpp start.
1640995829, 0x00000100,  0x00000001,Download project/project.hcpp finished.
1640995829, 0x00000100,  0x00000001,Download userprog.foid start.
1640995829, 0x00000100,  0x00000001,Download userprog.foid finished.
1640995829, 0x00000100,  0x00000001,Download stprog.o start.
1640995829, 0x00000100,  0x00000001,Download stprog.o finished.
1640995829, 0x00000100,  0x00000001,Download stuserprog.o start.
1640995829, 0x00000100,  0x00000001,Download stuserprog.o finished.
1640995829, 0x00000100,  0x00000001,Download symbol.sym start.
1640995829, 0x00000100,  0x00000001,Download symbol.sym finished.
1640995829, 0x00000100,  0x00000001,Download varsinfo.foid start.
1640995829, 0x00000100,  0x00000001,Download varsinfo.foid finished.
1640995829, 0x00000100,  0x00000001,Download syscfg.foid start.
1640995829, 0x00000100,  0x00000001,Download syscfg.foid finished.
1640995829, 0x00000100,  0x00000001,Download ethercat.foid start.
1640995829, 0x00000100,  0x00000001,Download ethercat.foid finished.
1640995829, 0x00000100,  0x00000001,Download modbus.foid start.
1640995829, 0x00000100,  0x00000001,Download modbus.foid finished.
1640995829, 0x00000100,  0x00000001,Download canlink.foid start.
1640995829, 0x00000100,  0x00000001,Download canlink.foid finished.
1640995829, 0x00000100,  0x00000001,Download modcfg.foid start.
1640995829, 0x00000100,  0x00000001,Download modcfg.foid finished.
1640995829, 0x00000100,  0x00000001,Download ethip.foid start.
1640995829, 0x00000100,  0x00000001,Download ethip.foid finished.
1640995829, 0x00000100,  0x00000001,Download ecttrans.foid start.
1640995829, 0x00000100,  0x00000001,Download ecttrans.foid finished.
1640995829, 0x00000100,  0x00000001,Download OpcUAServer.foid start.
1640995829, 0x00000100,  0x00000001,Download OpcUAServer.foid finished.
1640995829, 0x00000100,  0x00000001,Download Ecam.foid start.
1640995829, 0x00000100,  0x00000001,Download Ecam.foid finished.
1640995829, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 3.
1640995829, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 3.
1640995829, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 3.
1640995829, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 3.
1640995831, 0x00000100,  0x00000001,run status changed to RUN!!! because of control word.
1640995831, 0x00000600,  0x00000001,EtherCAT: Start to get config data.
1640995831, 0x00000600,  0x00000001,EtherCAT: Cycle time is 4000 us.
1640995831, 0x00000600,  0x00000001,EtherCAT: There are 0 slave(s) configured.
1640995831, 0x00000600,  0x00000001,EtherCAT: offset time is 0.500000 us.
1640995831, 0x00000600,  0x00000001,EtherCAT: Get config data finished.
1640995831, 0x00000601,  0x00000001,MC Axis:Start to get configure data
1640995831, 0x00000601,  0x00000001,MC Axis:Finished! There are 0 axis(es)
1640995831, 0x00000601,  0x00000001,MC Group:Finished! There are 0 axes group(s)
1640995831, 0x00000700,  0x00000001,Update 1/11: EthIPScanner: Start updating.
1640995831, 0x00000700,  0x00000001,Update 2/11: EthIPScanner: cancel thread done
1640995831, 0x00000700,  0x00000001,Update 3/11: EthIPScanner: clear error done
1640995831, 0x00000700,  0x00000001,Update 4/11: EthIPScanner: update iotagslist done
1640995831, 0x00000700,  0x00000001,Update 5/11: EthIPScanner: update class3tagslist done
1640995831, 0x00000700,  0x00000001,Update 6/11: EthIPScanner: update ucmmtagslist done
1640995831, 0x00000700,  0x00000001,Update 7/11: EthIPScanner: update udtlist done
1640995831, 0x00000700,  0x00000001,Update 8/11: EthIPScanner: update class3udt done
1640995831, 0x00000700,  0x00000001,Update 9/11: EthIPScanner: update ucmmudt done
1640995831, 0x00000700,  0x00000001,Update 10/11: EthIPScanner: update protocol_flag done
1640995831, 0x00000700,  0x00000001,Update 11/11: EthIPScanner: End updating.
1640995831, 0x00000700,  0x00000001,Update 1/10: EthIPAdapter: Start updating.
1640995831, 0x00000700,  0x00000001,Update 2/10: EthIPAdapter: cancel thread done
1640995831, 0x00000700,  0x00000001,Update 3/10: EthIPAdapter: clear error done
1640995831, 0x00000700,  0x00000001,Update 4/10: EthIPAdapter: update iotagslist
1640995831, 0x00000700,  0x00000001,Update 5/10: EthIPAdapter: update explicitlist done
1640995831, 0x00000700,  0x00000001,Update 6/10: EthIPAdapter: update siotags done
1640995831, 0x00000700,  0x00000001,Update 7/10: EthIPAdapter: update udtlist done
1640995831, 0x00000700,  0x00000001,Update 8/10: EthIPAdapter: update explicit_udt done
1640995831, 0x00000700,  0x00000001,Update 9/10: EthIPAdapter: update scanningtag done
1640995831, 0x00000700,  0x00000001,Update 10/10: EthIPAdapter: update protocol_flag done
1640995831, 0x00000700,  0x00000001,Update 11/10: EthIPAdapter: End updating.
1640995831, 0x00000100,  0x00000001,[FirstRun]:Mem-Variables load begin.
1640995831, 0x00000100,  0x00000001,[FirstRun]:Mem-Variables load finished.
1640995831, 0x00000600,  0x00000001,EtherCAT: Received run command.
1640995831, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 1.
1640995831, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 1.
1640995831, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 1.
1640995831, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 1.
1640995831, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 4.
1640995831, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 4.
1640995831, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 4.
1640995831, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 4.
1640995831, 0x00000600,  0x00000001,EtherCAT: Start to register master.
1640995832, 0x00000600,  0x00000001,EtherCAT: Master Active
1640995836, 0x00000202,  0x00000001,localbus: inifo - slave is zero
1640995996, 0x00000100,  0x00000001,run status changed to STOP!!! because of control word.
1640995996, 0x00000600,  0x00000001,EtherCAT: Received stop command.
1640995996, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 0.
1640995996, 0x00000700,  0x00000001,Hook stop 1/3: EthIPScanner: CMP_EVT_STOP
1640995996, 0x00000700,  0x00000001,Hook stop 2/3: EthIPScanner: cancel thread done
1640995996, 0x00000700,  0x00000001,Hook stop 3/3: EthIPScanner: clear error done
1640995996, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 0.
1640995996, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 0.
1640995996, 0x00000700,  0x00000001,Hook stop 1/5: EthIPAdapter: CMP_EVT_STOP
1640995996, 0x00000700,  0x00000001,Hook stop 2/5: EthIPAdapter: cancel thread done
1640995996, 0x00000700,  0x00000001,EipStackDlt 1/3: EthIPScanner: Start delete stack
1640995996, 0x00000700,  0x00000001,EipStackDlt 3/3: EthIPScanner: End delete stack
1640995996, 0x00000700,  0x00000001,Hook stop 3/5: EthIPAdapter: delete stack done
1640995996, 0x00000700,  0x00000001,Hook stop 4/5: EthIPAdapter: clear adapter error done
1640995996, 0x00000700,  0x00000001,Hook stop 5/5: EthIPAdapter: clear scanner error done
1640995996, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 0.
1640995996, 0x00000600,  0x00000001,EtherCAT: allowblock run_cmd_1=0
1640995996, 0x00000600,  0x00000001,ECT_STATE_RUN_2_IDLE 0
1640995996, 0x00000600,  0x00000001,EtherCAT: Stop master
1640995996, 0x00000600,  0x00000001,EtherCAT: Stop master finished.
1640996110, 0x00000100,  0x00000001,Download project/project.hcpp start.
1640996110, 0x00000100,  0x00000001,Download project/project.hcpp finished.
1640996110, 0x00000100,  0x00000001,Download userprog.foid start.
1640996110, 0x00000100,  0x00000001,Download userprog.foid finished.
1640996110, 0x00000100,  0x00000001,Download stprog.o start.
1640996110, 0x00000100,  0x00000001,Download stprog.o finished.
1640996110, 0x00000100,  0x00000001,Download stuserprog.o start.
1640996110, 0x00000100,  0x00000001,Download stuserprog.o finished.
1640996110, 0x00000100,  0x00000001,Download symbol.sym start.
1640996110, 0x00000100,  0x00000001,Download symbol.sym finished.
1640996110, 0x00000100,  0x00000001,Download varsinfo.foid start.
1640996110, 0x00000100,  0x00000001,Download varsinfo.foid finished.
1640996110, 0x00000100,  0x00000001,Download syscfg.foid start.
1640996110, 0x00000100,  0x00000001,Download syscfg.foid finished.
1640996110, 0x00000100,  0x00000001,Download ethercat.foid start.
1640996110, 0x00000100,  0x00000001,Download ethercat.foid finished.
1640996110, 0x00000100,  0x00000001,Download modbus.foid start.
1640996110, 0x00000100,  0x00000001,Download modbus.foid finished.
1640996110, 0x00000100,  0x00000001,Download canlink.foid start.
1640996110, 0x00000100,  0x00000001,Download canlink.foid finished.
1640996110, 0x00000100,  0x00000001,Download modcfg.foid start.
1640996110, 0x00000100,  0x00000001,Download modcfg.foid finished.
1640996110, 0x00000100,  0x00000001,Download ethip.foid start.
1640996110, 0x00000100,  0x00000001,Download ethip.foid finished.
1640996110, 0x00000100,  0x00000001,Download ecttrans.foid start.
1640996110, 0x00000100,  0x00000001,Download ecttrans.foid finished.
1640996110, 0x00000100,  0x00000001,Download OpcUAServer.foid start.
1640996110, 0x00000100,  0x00000001,Download OpcUAServer.foid finished.
1640996110, 0x00000100,  0x00000001,Download Ecam.foid start.
1640996110, 0x00000100,  0x00000001,Download Ecam.foid finished.
1640996110, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 3.
1640996110, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 3.
1640996110, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 3.
1640996110, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 3.
1640996112, 0x00000100,  0x00000001,run status changed to RUN!!! because of control word.
1640996112, 0x00000600,  0x00000001,EtherCAT: Start to get config data.
1640996112, 0x00000600,  0x00000001,EtherCAT: Cycle time is 4000 us.
1640996112, 0x00000600,  0x00000001,EtherCAT: There are 0 slave(s) configured.
1640996112, 0x00000600,  0x00000001,EtherCAT: offset time is 0.500000 us.
1640996112, 0x00000600,  0x00000001,EtherCAT: Get config data finished.
1640996112, 0x00000601,  0x00000001,MC Axis:Start to get configure data
1640996112, 0x00000601,  0x00000001,MC Axis:Finished! There are 0 axis(es)
1640996112, 0x00000601,  0x00000001,MC Group:Finished! There are 0 axes group(s)
1640996112, 0x00000700,  0x00000001,Update 1/11: EthIPScanner: Start updating.
1640996112, 0x00000700,  0x00000001,Update 2/11: EthIPScanner: cancel thread done
1640996112, 0x00000700,  0x00000001,Update 3/11: EthIPScanner: clear error done
1640996112, 0x00000700,  0x00000001,Update 4/11: EthIPScanner: update iotagslist done
1640996112, 0x00000700,  0x00000001,Update 5/11: EthIPScanner: update class3tagslist done
1640996112, 0x00000700,  0x00000001,Update 6/11: EthIPScanner: update ucmmtagslist done
1640996112, 0x00000700,  0x00000001,Update 7/11: EthIPScanner: update udtlist done
1640996112, 0x00000700,  0x00000001,Update 8/11: EthIPScanner: update class3udt done
1640996112, 0x00000700,  0x00000001,Update 9/11: EthIPScanner: update ucmmudt done
1640996112, 0x00000700,  0x00000001,Update 10/11: EthIPScanner: update protocol_flag done
1640996112, 0x00000700,  0x00000001,Update 11/11: EthIPScanner: End updating.
1640996112, 0x00000700,  0x00000001,Update 1/10: EthIPAdapter: Start updating.
1640996112, 0x00000700,  0x00000001,Update 2/10: EthIPAdapter: cancel thread done
1640996112, 0x00000700,  0x00000001,Update 3/10: EthIPAdapter: clear error done
1640996112, 0x00000700,  0x00000001,Update 4/10: EthIPAdapter: update iotagslist
1640996112, 0x00000700,  0x00000001,Update 5/10: EthIPAdapter: update explicitlist done
1640996112, 0x00000700,  0x00000001,Update 6/10: EthIPAdapter: update siotags done
1640996112, 0x00000700,  0x00000001,Update 7/10: EthIPAdapter: update udtlist done
1640996112, 0x00000700,  0x00000001,Update 8/10: EthIPAdapter: update explicit_udt done
1640996112, 0x00000700,  0x00000001,Update 9/10: EthIPAdapter: update scanningtag done
1640996112, 0x00000700,  0x00000001,Update 10/10: EthIPAdapter: update protocol_flag done
1640996112, 0x00000700,  0x00000001,Update 11/10: EthIPAdapter: End updating.
1640996112, 0x00000100,  0x00000001,[FirstRun]:Mem-Variables load begin.
1640996112, 0x00000100,  0x00000001,[FirstRun]:Mem-Variables load finished.
1640996112, 0x00000600,  0x00000001,EtherCAT: Received run command.
1640996112, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 1.
1640996112, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 1.
1640996112, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 1.
1640996112, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 1.
1640996112, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 4.
1640996112, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 4.
1640996112, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 4.
1640996112, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 4.
1640996112, 0x00000600,  0x00000001,EtherCAT: Start to register master.
1640996113, 0x00000600,  0x00000001,EtherCAT: Master Active
1640996117, 0x00000202,  0x00000001,localbus: inifo - slave is zero
1640996219, 0x00000100,  0x00000001,run status changed to STOP!!! because of control word.
1640996219, 0x00000600,  0x00000001,EtherCAT: Received stop command.
1640996219, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 0.
1640996219, 0x00000700,  0x00000001,Hook stop 1/3: EthIPScanner: CMP_EVT_STOP
1640996219, 0x00000700,  0x00000001,Hook stop 2/3: EthIPScanner: cancel thread done
1640996219, 0x00000700,  0x00000001,Hook stop 3/3: EthIPScanner: clear error done
1640996219, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 0.
1640996219, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 0.
1640996219, 0x00000700,  0x00000001,Hook stop 1/5: EthIPAdapter: CMP_EVT_STOP
1640996219, 0x00000700,  0x00000001,Hook stop 2/5: EthIPAdapter: cancel thread done
1640996219, 0x00000700,  0x00000001,EipStackDlt 1/3: EthIPScanner: Start delete stack
1640996219, 0x00000700,  0x00000001,EipStackDlt 3/3: EthIPScanner: End delete stack
1640996219, 0x00000700,  0x00000001,Hook stop 3/5: EthIPAdapter: delete stack done
1640996219, 0x00000700,  0x00000001,Hook stop 4/5: EthIPAdapter: clear adapter error done
1640996219, 0x00000700,  0x00000001,Hook stop 5/5: EthIPAdapter: clear scanner error done
1640996219, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 0.
1640996219, 0x00000600,  0x00000001,EtherCAT: allowblock run_cmd_1=0
1640996219, 0x00000600,  0x00000001,ECT_STATE_RUN_2_IDLE 0
1640996219, 0x00000600,  0x00000001,EtherCAT: Stop master
1640996219, 0x00000600,  0x00000001,EtherCAT: Stop master finished.
1640996543, 0x00000100,  0x00000001,Download project/project.hcpp start.
1640996543, 0x00000100,  0x00000001,Download project/project.hcpp finished.
1640996543, 0x00000100,  0x00000001,Download userprog.foid start.
1640996543, 0x00000100,  0x00000001,Download userprog.foid finished.
1640996543, 0x00000100,  0x00000001,Download stprog.o start.
1640996543, 0x00000100,  0x00000001,Download stprog.o finished.
1640996543, 0x00000100,  0x00000001,Download stuserprog.o start.
1640996543, 0x00000100,  0x00000001,Download stuserprog.o finished.
1640996544, 0x00000100,  0x00000001,Download symbol.sym start.
1640996544, 0x00000100,  0x00000001,Download symbol.sym finished.
1640996544, 0x00000100,  0x00000001,Download varsinfo.foid start.
1640996544, 0x00000100,  0x00000001,Download varsinfo.foid finished.
1640996544, 0x00000100,  0x00000001,Download syscfg.foid start.
1640996544, 0x00000100,  0x00000001,Download syscfg.foid finished.
1640996544, 0x00000100,  0x00000001,Download ethercat.foid start.
1640996544, 0x00000100,  0x00000001,Download ethercat.foid finished.
1640996544, 0x00000100,  0x00000001,Download modbus.foid start.
1640996544, 0x00000100,  0x00000001,Download modbus.foid finished.
1640996544, 0x00000100,  0x00000001,Download canlink.foid start.
1640996544, 0x00000100,  0x00000001,Download canlink.foid finished.
1640996544, 0x00000100,  0x00000001,Download modcfg.foid start.
1640996544, 0x00000100,  0x00000001,Download modcfg.foid finished.
1640996544, 0x00000100,  0x00000001,Download ethip.foid start.
1640996544, 0x00000100,  0x00000001,Download ethip.foid finished.
1640996544, 0x00000100,  0x00000001,Download ecttrans.foid start.
1640996544, 0x00000100,  0x00000001,Download ecttrans.foid finished.
1640996544, 0x00000100,  0x00000001,Download OpcUAServer.foid start.
1640996544, 0x00000100,  0x00000001,Download OpcUAServer.foid finished.
1640996544, 0x00000100,  0x00000001,Download Ecam.foid start.
1640996544, 0x00000100,  0x00000001,Download Ecam.foid finished.
1640996544, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 3.
1640996544, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 3.
1640996544, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 3.
1640996544, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 3.
1640996559, 0x00000100,  0x00000001,run status changed to RUN!!! because of control word.
1640996559, 0x00000600,  0x00000001,EtherCAT: Start to get config data.
1640996559, 0x00000600,  0x00000001,EtherCAT: Cycle time is 4000 us.
1640996559, 0x00000600,  0x00000001,EtherCAT: There are 0 slave(s) configured.
1640996559, 0x00000600,  0x00000001,EtherCAT: offset time is 0.500000 us.
1640996559, 0x00000600,  0x00000001,EtherCAT: Get config data finished.
1640996559, 0x00000601,  0x00000001,MC Axis:Start to get configure data
1640996559, 0x00000601,  0x00000001,MC Axis:Finished! There are 0 axis(es)
1640996559, 0x00000601,  0x00000001,MC Group:Finished! There are 0 axes group(s)
1640996559, 0x00000700,  0x00000001,Update 1/11: EthIPScanner: Start updating.
1640996559, 0x00000700,  0x00000001,Update 2/11: EthIPScanner: cancel thread done
1640996559, 0x00000700,  0x00000001,Update 3/11: EthIPScanner: clear error done
1640996559, 0x00000700,  0x00000001,Update 4/11: EthIPScanner: update iotagslist done
1640996559, 0x00000700,  0x00000001,Update 5/11: EthIPScanner: update class3tagslist done
1640996559, 0x00000700,  0x00000001,Update 6/11: EthIPScanner: update ucmmtagslist done
1640996559, 0x00000700,  0x00000001,Update 7/11: EthIPScanner: update udtlist done
1640996559, 0x00000700,  0x00000001,Update 8/11: EthIPScanner: update class3udt done
1640996559, 0x00000700,  0x00000001,Update 9/11: EthIPScanner: update ucmmudt done
1640996559, 0x00000700,  0x00000001,Update 10/11: EthIPScanner: update protocol_flag done
1640996559, 0x00000700,  0x00000001,Update 11/11: EthIPScanner: End updating.
1640996559, 0x00000700,  0x00000001,Update 1/10: EthIPAdapter: Start updating.
1640996559, 0x00000700,  0x00000001,Update 2/10: EthIPAdapter: cancel thread done
1640996559, 0x00000700,  0x00000001,Update 3/10: EthIPAdapter: clear error done
1640996559, 0x00000700,  0x00000001,Update 4/10: EthIPAdapter: update iotagslist
1640996559, 0x00000700,  0x00000001,Update 5/10: EthIPAdapter: update explicitlist done
1640996559, 0x00000700,  0x00000001,Update 6/10: EthIPAdapter: update siotags done
1640996559, 0x00000700,  0x00000001,Update 7/10: EthIPAdapter: update udtlist done
1640996559, 0x00000700,  0x00000001,Update 8/10: EthIPAdapter: update explicit_udt done
1640996559, 0x00000700,  0x00000001,Update 9/10: EthIPAdapter: update scanningtag done
1640996559, 0x00000700,  0x00000001,Update 10/10: EthIPAdapter: update protocol_flag done
1640996559, 0x00000700,  0x00000001,Update 11/10: EthIPAdapter: End updating.
1640996559, 0x00000100,  0x00000001,[FirstRun]:Mem-Variables load begin.
1640996559, 0x00000100,  0x00000001,[FirstRun]:Mem-Variables load finished.
1640996559, 0x00000600,  0x00000001,EtherCAT: Received run command.
1640996559, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 1.
1640996559, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 1.
1640996559, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 1.
1640996559, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 1.
1640996559, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 4.
1640996559, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 4.
1640996559, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 4.
1640996559, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 4.
1640996559, 0x00000600,  0x00000001,EtherCAT: Start to register master.
1640996560, 0x00000600,  0x00000001,EtherCAT: Master Active
1640996564, 0x00000202,  0x00000001,localbus: inifo - slave is zero
1640996648, 0x00000100,  0x00000001,run status changed to STOP!!! because of control word.
1640996648, 0x00000600,  0x00000001,EtherCAT: Received stop command.
1640996648, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 0.
1640996648, 0x00000700,  0x00000001,Hook stop 1/3: EthIPScanner: CMP_EVT_STOP
1640996648, 0x00000700,  0x00000001,Hook stop 2/3: EthIPScanner: cancel thread done
1640996648, 0x00000700,  0x00000001,Hook stop 3/3: EthIPScanner: clear error done
1640996648, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 0.
1640996648, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 0.
1640996648, 0x00000700,  0x00000001,Hook stop 1/5: EthIPAdapter: CMP_EVT_STOP
1640996648, 0x00000700,  0x00000001,Hook stop 2/5: EthIPAdapter: cancel thread done
1640996648, 0x00000700,  0x00000001,EipStackDlt 1/3: EthIPScanner: Start delete stack
1640996648, 0x00000700,  0x00000001,EipStackDlt 3/3: EthIPScanner: End delete stack
1640996648, 0x00000700,  0x00000001,Hook stop 3/5: EthIPAdapter: delete stack done
1640996648, 0x00000700,  0x00000001,Hook stop 4/5: EthIPAdapter: clear adapter error done
1640996648, 0x00000700,  0x00000001,Hook stop 5/5: EthIPAdapter: clear scanner error done
1640996648, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 0.
1640996648, 0x00000600,  0x00000001,EtherCAT: allowblock run_cmd_1=0
1640996648, 0x00000600,  0x00000001,ECT_STATE_RUN_2_IDLE 0
1640996648, 0x00000600,  0x00000001,EtherCAT: Stop master
1640996648, 0x00000600,  0x00000001,EtherCAT: Stop master finished.
1640997955, 0x00000100,  0x00000001,Download project/project.hcpp start.
1640997955, 0x00000100,  0x00000001,Download project/project.hcpp finished.
1640997955, 0x00000100,  0x00000001,Download userprog.foid start.
1640997955, 0x00000100,  0x00000001,Download userprog.foid finished.
1640997955, 0x00000100,  0x00000001,Download stprog.o start.
1640997955, 0x00000100,  0x00000001,Download stprog.o finished.
1640997955, 0x00000100,  0x00000001,Download stuserprog.o start.
1640997955, 0x00000100,  0x00000001,Download stuserprog.o finished.
1640997955, 0x00000100,  0x00000001,Download symbol.sym start.
1640997955, 0x00000100,  0x00000001,Download symbol.sym finished.
1640997955, 0x00000100,  0x00000001,Download varsinfo.foid start.
1640997955, 0x00000100,  0x00000001,Download varsinfo.foid finished.
1640997955, 0x00000100,  0x00000001,Download syscfg.foid start.
1640997955, 0x00000100,  0x00000001,Download syscfg.foid finished.
1640997955, 0x00000100,  0x00000001,Download ethercat.foid start.
1640997955, 0x00000100,  0x00000001,Download ethercat.foid finished.
1640997955, 0x00000100,  0x00000001,Download modbus.foid start.
1640997955, 0x00000100,  0x00000001,Download modbus.foid finished.
1640997955, 0x00000100,  0x00000001,Download canlink.foid start.
1640997955, 0x00000100,  0x00000001,Download canlink.foid finished.
1640997955, 0x00000100,  0x00000001,Download modcfg.foid start.
1640997955, 0x00000100,  0x00000001,Download modcfg.foid finished.
1640997955, 0x00000100,  0x00000001,Download ethip.foid start.
1640997955, 0x00000100,  0x00000001,Download ethip.foid finished.
1640997955, 0x00000100,  0x00000001,Download ecttrans.foid start.
1640997955, 0x00000100,  0x00000001,Download ecttrans.foid finished.
1640997955, 0x00000100,  0x00000001,Download OpcUAServer.foid start.
1640997955, 0x00000100,  0x00000001,Download OpcUAServer.foid finished.
1640997955, 0x00000100,  0x00000001,Download Ecam.foid start.
1640997955, 0x00000100,  0x00000001,Download Ecam.foid finished.
1640997955, 0x00000700,  0x00000001,Hook 1/2: EthIPScanner: Start hook event 3.
1640997955, 0x00000700,  0x00000001,Hook 2/2: EthIPScanner: End hook event 3.
1640997955, 0x00000700,  0x00000001,Hook 1/2: EthIPAdapter: Start hook event 3.
1640997955, 0x00000700,  0x00000001,Hook 2/2: EthIPAdapter: End hook event 3.
1640997975, 0x00000100,  0x00000001,Download project/project.hcpp start.
1640997975, 0x00000100,  0x00000001,Download project/project.hcpp finished.
1640997975, 0x00000100,  0x00000001,Download userprog.foid start.
1640997975, 0x00000100,  0x00000001,Download userprog.foid finished.
1640997975, 0x00000100,  0x00000001,Download stprog.o start.
1640997975, 0x00000100,  0x00000001,Download stprog.o finished.
1640997975, 0x00000100,  0x00000001,Download stuserprog.o start.
1640997975, 0x00000100,  0x00000001,Download stuserprog.o finished.
1640997975, 0x00000100,  0x00000001,Download symbol.sym start.
1640997975, 0x00000100,  0x00000001,Download symbol.sym finished.
1640997975, 0x00000100,  0x00000001,Download varsinfo.foid start.
1640997975, 0x00000100,  0x00000001,Download varsinfo.foid finished.
1640997975, 0x00000100,  0x00000001,Download syscfg.foid start.
1640997975, 0x00000100,  0x00000001,Download syscfg.foid finished.
1640997975, 0x00000100,  0x00000001,Download ethercat.foid start.
1640997975, 0x00000100,  0x00000001,Download ethercat.foid finished.
1640997975, 0x00000100,  0x00000001,Download modbus.foid start.
1640997975, 0x00000100,  0x00000001,Download modbus.foid finished.
1640997975, 0x00000100,  0x00000001,Download canlink.foid start.
1640997975, 0x00000100,  0x00000001,Download canlink.foid finished.
1640997975, 0x00000100,  0x00000001,Download modcfg.foid start.
1640997975, 0x00000100,  0x00000001,Download modcfg.foid finished.
